customer_id,age,gender,city,join_date,loyalty_status
55,35,Female,Hyderabad,21-07-2019,Silver
56,46,Male,Bangalore,05-03-2020,Platinum
57,18,Male,Hyderabad,15-07-2021,Gold
58,49,Female,Hyderabad,31-07-2019,Gold
59,21,Male,Mumbai,30-12-2021,Gold
60,34,Female,Chennai,25-10-2020,Platinum
61,64,Female,Hyderabad,21-06-2021,Gold
62,31,Male,Pune,10-12-2019,Platinum
63,21,Female,Bangalore,11-11-2021,Platinum
64,48,Male,Bangalore,24-04-2019,Platinum
65,23,Male,Bangalore,02-05-2020,Silver
66,61,Male,Mumbai,01-09-2021,Platinum
67,33,Male,Pune,10-10-2021,Gold
68,60,Female,Chennai,06-06-2021,Platinum
69,63,Female,Hyderabad,05-04-2021,Gold
70,26,Female,Mumbai,12-02-2021,Silver
71,18,Female,Pune,04-06-2020,Silver
72,22,Male,Pune,05-04-2021,Silver
73,40,Male,Hyderabad,19-12-2020,Gold
74,28,Female,Pune,12-01-2020,Gold
75,57,Male,Pune,01-03-2021,Platinum
76,24,Male,Chennai,05-09-2021,Silver
77,65,Male,Chennai,19-03-2021,Platinum
78,31,Female,Hyderabad,29-01-2020,Platinum
79,34,Female,Chennai,19-06-2019,Silver
80,23,Female,Chennai,17-11-2021,Silver
81,39,Male,Chennai,20-07-2021,Platinum
82,46,Female,Pune,23-12-2021,Silver
83,22,Male,Pune,26-11-2021,Gold
84,55,Male,Mumbai,24-08-2021,Silver
85,37,Female,Bangalore,26-06-2019,Gold
86,31,Male,Bangalore,04-01-2021,Platinum
87,44,Male,Hyderabad,31-07-2019,Silver
88,29,Female,Bangalore,02-07-2021,Platinum
89,39,Female,Hyderabad,03-04-2021,Silver
90,62,Male,Mumbai,23-07-2019,Silver
91,48,Male,Hyderabad,18-09-2019,Gold
92,40,Female,Hyderabad,18-05-2021,Silver
93,60,Male,Mumbai,30-01-2021,Gold
94,22,Female,Chennai,16-03-2020,Platinum
95,43,Female,Bangalore,05-09-2021,Gold
96,29,Female,Bangalore,12-09-2021,Platinum
97,45,Female,Chennai,12-10-2020,Platinum
98,50,Male,Mumbai,25-06-2019,Platinum
99,30,Female,Bangalore,07-01-2020,Gold
100,18,Male,Chennai,17-10-2020,Silver
101,60,Female,Pune,14-02-2021,Platinum
102,25,Female,Pune,19-02-2021,Platinum
103,44,Female,Mumbai,19-01-2020,Gold
104,53,Male,Hyderabad,28-10-2020,Platinum
105,42,Male,Pune,29-05-2020,Gold
106,43,Male,Chennai,14-03-2021,Silver
107,45,Female,Mumbai,06-10-2020,Gold
108,61,Male,Pune,04-09-2020,Platinum
109,28,Male,Chennai,23-07-2020,Platinum
110,58,Female,Bangalore,16-09-2019,Silver
111,61,Female,Hyderabad,29-09-2019,Silver
112,27,Male,Bangalore,26-04-2021,Gold
113,57,Male,Mumbai,03-11-2020,Platinum
114,54,Male,Mumbai,13-08-2020,Gold
115,33,Male,Bangalore,02-07-2019,Silver
116,45,Male,Hyderabad,01-10-2019,Platinum
117,51,Female,Bangalore,10-06-2020,Silver
118,25,Female,Hyderabad,04-10-2019,Gold
119,60,Female,Mumbai,14-04-2020,Platinum
120,50,Female,Pune,02-10-2020,Silver
121,65,Female,Mumbai,11-04-2021,Silver
122,58,Female,Pune,23-08-2020,Platinum
123,33,Female,Mumbai,14-10-2021,Platinum
124,36,Male,Chennai,23-01-2021,Gold
125,52,Male,Hyderabad,31-07-2021,Silver
126,42,Male,Hyderabad,28-10-2021,Gold
127,44,Female,Pune,11-09-2020,Gold
128,21,Male,Mumbai,29-11-2020,Platinum
129,62,Male,Pune,08-12-2020,Gold
130,18,Female,Chennai,22-11-2019,Gold
131,44,Male,Mumbai,22-05-2021,Gold
132,45,Female,Bangalore,29-11-2020,Gold
133,60,Female,Hyderabad,25-08-2019,Gold
134,26,Male,Mumbai,05-05-2020,Platinum
135,60,Male,Bangalore,14-03-2020,Gold
136,26,Female,Hyderabad,11-11-2021,Gold
137,42,Female,Hyderabad,23-09-2020,Gold
138,39,Female,Chennai,23-11-2019,Gold
139,34,Male,Mumbai,13-12-2021,Platinum
140,52,Male,Chennai,17-05-2021,Platinum
141,22,Male,Bangalore,05-05-2019,Silver
142,30,Male,Pune,29-07-2021,Silver
143,26,Female,Bangalore,03-06-2020,Silver
144,47,Female,Chennai,14-07-2021,Platinum
145,56,Male,Hyderabad,20-04-2019,Gold
146,24,Male,Chennai,22-05-2020,Platinum
147,42,Female,Hyderabad,16-10-2021,Platinum
148,62,Male,Bangalore,19-01-2020,Gold
149,61,Male,Pune,23-10-2019,Silver
150,40,Female,Chennai,23-10-2021,Platinum
151,59,Female,Bangalore,16-08-2019,Gold
152,49,Male,Mumbai,24-04-2019,Gold
153,58,Female,Hyderabad,13-10-2020,Silver
154,64,Female,Pune,27-09-2019,Platinum
155,48,Female,Mumbai,09-09-2019,Platinum
156,55,Female,Chennai,13-08-2019,Silver
157,23,Female,Mumbai,27-04-2021,Gold
158,54,Female,Chennai,03-12-2021,Gold
159,38,Male,Mumbai,29-05-2021,Gold
160,34,Female,Chennai,15-07-2019,Platinum
161,62,Female,Pune,22-12-2021,Platinum
162,30,Male,Hyderabad,26-12-2019,Gold
163,49,Male,Mumbai,11-03-2020,Platinum
164,49,Female,Bangalore,28-09-2021,Gold
165,32,Female,Hyderabad,22-02-2021,Platinum
166,55,Female,Mumbai,14-06-2020,Platinum
167,40,Female,Pune,28-01-2021,Gold
168,62,Female,Chennai,22-02-2021,Gold
169,32,Male,Hyderabad,12-02-2021,Silver
170,65,Male,Hyderabad,25-05-2021,Platinum
171,48,Female,Pune,07-04-2019,Platinum
172,56,Female,Bangalore,02-09-2019,Silver
173,36,Male,Chennai,02-07-2021,Gold
174,18,Male,Chennai,16-11-2021,Silver
175,53,Female,Hyderabad,19-03-2020,Gold
176,24,Male,Pune,16-03-2021,Gold
177,48,Female,Chennai,27-06-2021,Silver
178,34,Female,Bangalore,13-09-2019,Silver
179,43,Female,Bangalore,21-05-2020,Platinum
180,61,Male,Hyderabad,02-08-2021,Platinum
181,37,Male,Hyderabad,02-09-2021,Platinum
182,44,Male,Pune,08-12-2020,Gold
183,46,Female,Pune,19-10-2020,Gold
184,54,Male,Pune,24-04-2019,Platinum
185,24,Male,Hyderabad,06-04-2021,Platinum
186,23,Male,Hyderabad,08-07-2021,Platinum
187,22,Male,Bangalore,09-11-2020,Gold
188,62,Female,Chennai,29-11-2021,Silver
189,36,Female,Mumbai,21-10-2021,Platinum
190,32,Female,Pune,24-02-2020,Silver
191,45,Male,Pune,16-05-2021,Platinum
192,27,Female,Hyderabad,20-10-2021,Silver
193,28,Female,Pune,27-11-2019,Platinum
194,36,Female,Bangalore,09-09-2020,Platinum
195,37,Female,Chennai,07-08-2020,Platinum
196,49,Female,Bangalore,29-04-2020,Silver
197,45,Female,Pune,20-04-2021,Silver
198,23,Male,Pune,10-05-2020,Silver
199,61,Female,Pune,21-11-2021,Silver
200,48,Female,Chennai,30-06-2021,Platinum
201,45,Female,Bangalore,07-09-2020,Gold
202,44,Female,Chennai,15-02-2020,Silver
203,28,Female,Mumbai,22-01-2020,Gold
204,36,Female,Pune,25-11-2021,Gold
205,23,Female,Chennai,04-02-2021,Silver
206,43,Male,Pune,15-09-2020,Gold
207,21,Male,Pune,27-12-2020,Platinum
208,49,Female,Bangalore,07-06-2021,Gold
209,53,Male,Chennai,10-10-2020,Platinum
210,49,Male,Bangalore,11-04-2019,Platinum
211,56,Male,Hyderabad,17-02-2021,Platinum
212,18,Female,Bangalore,16-05-2021,Silver
213,47,Male,Hyderabad,09-08-2020,Platinum
214,36,Female,Mumbai,31-08-2019,Gold
215,48,Male,Mumbai,16-06-2020,Silver
216,42,Male,Pune,30-07-2020,Platinum
217,26,Male,Chennai,02-11-2019,Gold
218,39,Female,Bangalore,18-03-2021,Platinum
219,37,Female,Hyderabad,01-10-2020,Platinum
220,48,Female,Chennai,15-06-2020,Platinum
221,42,Female,Chennai,26-07-2019,Silver
222,62,Male,Pune,05-12-2020,Silver
223,44,Male,Chennai,01-12-2019,Gold
224,63,Female,Mumbai,22-02-2020,Platinum
225,27,Female,Bangalore,25-08-2021,Platinum
226,55,Female,Bangalore,21-07-2019,Gold
227,24,Female,Bangalore,24-12-2019,Silver
228,44,Male,Bangalore,08-09-2020,Gold
229,39,Female,Bangalore,13-08-2019,Gold
230,61,Female,Chennai,31-03-2020,Platinum
231,49,Male,Pune,23-10-2021,Silver
232,58,Female,Hyderabad,29-11-2019,Silver
233,45,Male,Bangalore,04-10-2020,Silver
234,62,Female,Bangalore,15-11-2021,Gold
235,21,Female,Chennai,14-12-2020,Gold
236,27,Male,Pune,06-11-2020,Platinum
237,61,Male,Hyderabad,06-07-2021,Silver
238,57,Female,Pune,02-02-2020,Silver
239,49,Male,Hyderabad,16-09-2020,Platinum
240,34,Female,Chennai,19-02-2020,Silver
241,47,Female,Pune,24-07-2021,Silver
242,46,Female,Pune,01-03-2021,Platinum
243,45,Female,Mumbai,20-08-2019,Gold
244,30,Female,Mumbai,14-09-2021,Silver
245,42,Female,Pune,05-03-2021,Platinum
246,36,Male,Mumbai,26-03-2021,Silver
247,54,Male,Pune,30-11-2019,Gold
248,36,Male,Pune,03-10-2019,Gold
249,32,Male,Pune,20-04-2021,Platinum
250,64,Male,Bangalore,21-06-2019,Platinum
251,59,Male,Chennai,17-10-2019,Gold
252,20,Female,Hyderabad,01-10-2021,Gold
253,38,Female,Hyderabad,10-06-2021,Silver
254,52,Female,Pune,06-08-2020,Gold
255,28,Female,Mumbai,17-04-2019,Gold
256,65,Female,Bangalore,09-09-2020,Silver
257,27,Male,Mumbai,17-04-2019,Platinum
258,41,Male,Mumbai,18-12-2021,Gold
259,52,Male,Mumbai,20-12-2020,Platinum
260,65,Female,Pune,07-12-2020,Platinum
261,41,Male,Hyderabad,06-09-2020,Silver
262,57,Female,Pune,20-05-2021,Platinum
263,22,Female,Chennai,08-03-2020,Gold
264,25,Male,Bangalore,09-05-2019,Silver
265,37,Female,Bangalore,24-09-2021,Silver
266,52,Male,Mumbai,24-09-2020,Gold
267,60,Female,Pune,03-12-2019,Platinum
268,27,Female,Bangalore,01-09-2019,Gold
269,57,Female,Chennai,29-11-2021,Platinum
270,41,Male,Mumbai,03-10-2020,Silver
271,41,Male,Chennai,23-06-2020,Platinum
272,40,Male,Mumbai,25-03-2021,Silver
273,25,Female,Bangalore,23-02-2020,Silver
274,59,Male,Bangalore,19-10-2019,Gold
275,33,Male,Pune,05-06-2021,Silver
276,53,Male,Pune,25-05-2021,Silver
277,39,Male,Pune,30-12-2021,Gold
278,27,Male,Pune,20-04-2021,Silver
279,25,Male,Hyderabad,17-12-2021,Gold
280,33,Female,Bangalore,07-07-2021,Gold
281,21,Male,Mumbai,12-07-2020,Silver
282,65,Male,Mumbai,29-09-2020,Gold
283,50,Male,Mumbai,04-08-2020,Silver
284,57,Male,Pune,27-02-2021,Gold
285,59,Male,Bangalore,29-08-2020,Gold
286,45,Male,Mumbai,03-01-2020,Gold
287,22,Male,Chennai,19-04-2020,Silver
288,22,Male,Chennai,02-04-2020,Platinum
289,55,Female,Mumbai,30-04-2020,Platinum
290,36,Female,Pune,22-04-2020,Gold
291,24,Male,Pune,25-12-2019,Silver
292,45,Female,Hyderabad,04-11-2020,Gold
293,47,Female,Mumbai,16-12-2019,Silver
294,38,Female,Chennai,20-02-2020,Gold
295,41,Male,Mumbai,25-10-2021,Silver
296,23,Male,Mumbai,25-09-2021,Platinum
297,65,Female,Hyderabad,11-06-2020,Silver
298,55,Female,Bangalore,07-11-2020,Gold
299,60,Female,Bangalore,16-04-2019,Gold
300,56,Female,Chennai,17-09-2021,Platinum
301,50,Male,Hyderabad,29-02-2020,Gold
302,32,Male,Chennai,20-08-2019,Platinum
303,41,Male,Chennai,24-05-2020,Silver
304,45,Male,Pune,26-05-2019,Platinum
305,62,Female,Bangalore,01-07-2021,Gold
306,62,Female,Chennai,07-01-2021,Silver
307,29,Male,Pune,28-02-2020,Gold
308,22,Male,Bangalore,30-09-2021,Platinum
309,51,Male,Mumbai,29-10-2020,Gold
310,39,Male,Chennai,16-02-2021,Platinum
311,38,Male,Bangalore,26-07-2021,Silver
312,57,Male,Bangalore,29-03-2021,Gold
313,60,Female,Mumbai,20-04-2020,Gold
314,44,Female,Hyderabad,20-11-2019,Platinum
315,25,Female,Mumbai,10-09-2021,Gold
316,61,Female,Pune,18-02-2020,Gold
317,20,Male,Mumbai,28-04-2020,Silver
318,18,Male,Chennai,09-05-2019,Silver
319,26,Female,Chennai,31-01-2021,Silver
320,18,Female,Mumbai,06-07-2021,Silver
321,42,Male,Pune,08-06-2020,Platinum
322,40,Male,Mumbai,03-08-2019,Platinum
323,20,Female,Bangalore,18-09-2020,Silver
324,38,Female,Pune,13-11-2020,Platinum
325,58,Female,Chennai,06-09-2021,Gold
326,19,Female,Hyderabad,04-10-2019,Platinum
327,47,Female,Bangalore,11-10-2020,Silver
328,33,Female,Pune,17-11-2020,Platinum
329,23,Female,Chennai,30-11-2019,Gold
330,32,Female,Hyderabad,15-10-2021,Platinum
331,58,Male,Pune,28-07-2020,Silver
332,40,Female,Hyderabad,05-05-2021,Silver
333,27,Female,Hyderabad,08-07-2021,Platinum
334,27,Male,Hyderabad,03-05-2019,Platinum
335,49,Female,Pune,15-11-2019,Platinum
336,46,Female,Chennai,31-07-2021,Gold
337,22,Female,Mumbai,26-03-2020,Gold
338,35,Male,Chennai,31-07-2020,Silver
339,37,Female,Mumbai,24-11-2021,Silver
340,41,Female,Bangalore,12-03-2020,Silver
341,57,Female,Mumbai,17-05-2020,Platinum
342,65,Male,Mumbai,16-06-2019,Platinum
343,59,Male,Chennai,22-04-2020,Gold
344,50,Male,Bangalore,27-09-2020,Silver
345,39,Male,Pune,11-03-2020,Silver
346,20,Male,Mumbai,09-10-2020,Platinum
347,51,Male,Chennai,16-12-2020,Gold
348,42,Female,Chennai,06-02-2020,Platinum
349,21,Female,Bangalore,29-01-2021,Silver
350,53,Female,Chennai,18-04-2021,Platinum
351,60,Male,Chennai,10-10-2021,Platinum
352,60,Male,Chennai,18-02-2021,Platinum
353,62,Female,Hyderabad,02-05-2020,Platinum
354,23,Female,Pune,12-12-2020,Platinum
355,39,Male,Pune,28-09-2021,Platinum
356,60,Female,Pune,27-12-2020,Silver
357,41,Female,Hyderabad,04-05-2019,Silver
358,39,Female,Hyderabad,15-05-2021,Silver
359,27,Male,Chennai,21-08-2019,Silver
360,50,Male,Chennai,19-07-2019,Platinum
361,26,Female,Hyderabad,19-07-2021,Silver
362,62,Male,Mumbai,18-11-2021,Gold
363,41,Male,Mumbai,16-04-2020,Gold
364,65,Female,Hyderabad,04-07-2020,Silver
365,37,Female,Hyderabad,21-12-2020,Platinum
366,54,Female,Mumbai,06-11-2019,Gold
367,42,Female,Hyderabad,18-09-2019,Silver
368,56,Male,Chennai,09-11-2021,Platinum
369,48,Female,Pune,21-05-2019,Silver
370,63,Male,Chennai,08-10-2021,Silver
371,35,Female,Pune,04-08-2021,Gold
372,23,Male,Mumbai,11-07-2019,Gold
373,19,Female,Bangalore,22-11-2020,Platinum
374,41,Male,Mumbai,10-10-2021,Gold
375,32,Male,Chennai,24-05-2019,Silver
376,63,Female,Hyderabad,14-08-2021,Silver
377,36,Female,Hyderabad,16-11-2019,Platinum
378,48,Female,Pune,27-12-2021,Silver
379,19,Female,Hyderabad,30-08-2019,Silver
380,53,Female,Bangalore,30-10-2019,Gold
381,33,Female,Bangalore,14-11-2021,Silver
382,44,Female,Bangalore,10-09-2021,Gold
383,56,Male,Pune,23-05-2020,Silver
384,63,Male,Chennai,19-10-2020,Silver
385,57,Female,Hyderabad,27-05-2020,Gold
386,29,Male,Pune,09-04-2019,Gold
387,22,Male,Mumbai,22-07-2019,Gold
388,20,Female,Chennai,17-04-2021,Platinum
389,19,Female,Bangalore,13-01-2021,Silver
390,64,Male,Pune,11-12-2019,Gold
391,26,Male,Chennai,21-06-2020,Gold
392,59,Male,Mumbai,20-01-2020,Gold
393,58,Male,Hyderabad,29-10-2021,Platinum
394,47,Male,Chennai,09-06-2021,Silver
395,30,Male,Chennai,22-05-2019,Gold
396,50,Female,Pune,04-09-2020,Gold
397,20,Male,Chennai,01-01-2021,Silver
398,59,Female,Chennai,27-08-2021,Gold
399,45,Female,Mumbai,30-06-2019,Gold
400,39,Male,Mumbai,24-01-2020,Gold
401,41,Female,Bangalore,19-12-2019,Gold
402,23,Female,Pune,12-09-2019,Silver
403,52,Female,Chennai,18-09-2021,Silver
404,38,Female,Chennai,02-10-2020,Platinum
405,63,Female,Hyderabad,26-01-2020,Gold
406,40,Female,Bangalore,19-12-2019,Gold
407,57,Female,Chennai,18-03-2020,Silver
408,22,Female,Chennai,25-07-2020,Platinum
409,61,Male,Bangalore,08-08-2021,Platinum
410,61,Female,Bangalore,25-08-2021,Silver
411,33,Female,Chennai,05-12-2020,Platinum
412,20,Male,Mumbai,06-05-2019,Gold
413,41,Female,Bangalore,24-05-2020,Silver
414,51,Female,Mumbai,14-02-2021,Platinum
415,35,Male,Bangalore,06-12-2021,Platinum
416,29,Female,Pune,01-12-2020,Platinum
417,25,Female,Chennai,12-01-2020,Gold
418,31,Female,Mumbai,11-06-2021,Silver
419,26,Male,Mumbai,09-07-2021,Platinum
420,46,Male,Chennai,18-02-2020,Gold
421,63,Male,Pune,25-06-2020,Gold
422,37,Male,Hyderabad,12-10-2019,Gold
423,50,Male,Bangalore,10-06-2021,Silver
424,33,Female,Bangalore,28-12-2020,Platinum
425,54,Female,Mumbai,02-10-2019,Platinum
426,26,Male,Bangalore,19-02-2021,Gold
427,63,Female,Pune,07-11-2020,Gold
428,54,Male,Hyderabad,12-04-2019,Gold
429,59,Male,Mumbai,11-09-2020,Platinum
430,51,Female,Hyderabad,17-07-2019,Platinum
431,58,Male,Hyderabad,15-10-2020,Platinum
432,21,Male,Pune,29-07-2021,Gold
433,28,Male,Chennai,20-05-2019,Platinum
434,32,Female,Pune,30-06-2019,Gold
435,23,Female,Hyderabad,22-03-2020,Platinum
436,35,Male,Chennai,12-04-2020,Platinum
437,23,Male,Pune,13-05-2019,Platinum
438,27,Male,Pune,26-12-2019,Platinum
439,39,Male,Bangalore,10-10-2021,Silver
440,59,Female,Hyderabad,08-11-2019,Platinum
441,44,Male,Mumbai,06-07-2019,Platinum
442,52,Female,Chennai,25-08-2020,Silver
443,61,Female,Chennai,24-09-2020,Silver
444,62,Male,Hyderabad,08-10-2020,Gold
445,48,Female,Hyderabad,18-01-2021,Platinum
446,27,Female,Chennai,12-12-2019,Gold
447,43,Male,Chennai,23-07-2020,Platinum
448,24,Female,Hyderabad,11-09-2020,Silver
449,35,Female,Hyderabad,10-08-2021,Silver
450,21,Female,Mumbai,01-08-2019,Platinum
451,44,Male,Hyderabad,21-09-2019,Gold
452,54,Female,Hyderabad,12-11-2019,Silver
453,49,Female,Mumbai,16-07-2019,Gold
454,49,Male,Bangalore,10-05-2019,Gold
455,50,Female,Hyderabad,26-05-2021,Platinum
456,40,Male,Bangalore,19-03-2021,Gold
457,56,Female,Chennai,01-07-2020,Silver
458,24,Female,Hyderabad,13-07-2019,Gold
459,64,Female,Mumbai,23-12-2020,Silver
460,43,Male,Pune,05-06-2020,Silver
461,41,Female,Bangalore,02-12-2020,Platinum
462,46,Female,Pune,05-02-2020,Platinum
463,25,Male,Bangalore,24-11-2020,Gold
464,39,Female,Hyderabad,12-06-2021,Platinum
465,50,Female,Pune,21-11-2021,Silver
466,20,Male,Chennai,01-10-2019,Gold
467,51,Female,Hyderabad,21-04-2020,Platinum
468,26,Female,Pune,09-02-2021,Silver
469,43,Female,Pune,22-01-2021,Platinum
470,50,Female,Pune,01-03-2021,Gold
471,19,Female,Chennai,12-02-2020,Silver
472,44,Female,Bangalore,30-04-2020,Gold
473,34,Male,Bangalore,14-05-2020,Gold
474,28,Female,Hyderabad,13-09-2019,Platinum
475,33,Male,Pune,07-05-2019,Platinum
476,25,Male,Bangalore,07-10-2020,Gold
477,44,Male,Mumbai,25-01-2020,Silver
478,44,Female,Bangalore,10-01-2020,Silver
479,51,Male,Pune,03-02-2021,Platinum
480,48,Female,Chennai,28-04-2019,Silver
481,47,Female,Pune,04-01-2021,Platinum
482,64,Female,Pune,24-08-2020,Silver
483,33,Female,Pune,02-03-2021,Silver
484,37,Female,Hyderabad,26-01-2020,Platinum
485,49,Female,Mumbai,09-01-2021,Platinum
486,64,Female,Chennai,30-08-2021,Platinum
487,61,Female,Mumbai,16-09-2019,Gold
488,27,Female,Bangalore,13-03-2021,Platinum
489,23,Female,Mumbai,01-03-2020,Gold
490,65,Female,Hyderabad,09-06-2021,Platinum
491,35,Female,Hyderabad,12-09-2021,Platinum
492,65,Male,Hyderabad,11-11-2021,Platinum
493,51,Male,Hyderabad,09-11-2021,Silver
494,44,Female,Mumbai,21-09-2021,Platinum
495,26,Male,Pune,26-05-2019,Silver
496,44,Female,Mumbai,06-03-2020,Silver
497,36,Female,Chennai,11-03-2020,Silver
498,23,Male,Pune,07-12-2019,Platinum
499,20,Male,Mumbai,13-07-2019,Silver
500,20,Female,Mumbai,25-06-2021,Platinum
501,36,Male,Bangalore,02-03-2021,Platinum
502,56,Male,Chennai,16-03-2021,Gold
503,59,Female,Hyderabad,14-08-2019,Platinum
504,47,Female,Hyderabad,26-09-2019,Silver
505,39,Male,Mumbai,09-03-2020,Gold
506,63,Male,Bangalore,09-12-2019,Gold
507,36,Male,Hyderabad,16-04-2020,Platinum
508,43,Female,Pune,31-01-2021,Silver
509,43,Male,Hyderabad,11-08-2021,Gold
510,38,Male,Bangalore,09-04-2021,Gold
511,33,Female,Chennai,01-05-2019,Gold
512,37,Male,Chennai,03-03-2020,Gold
513,62,Male,Bangalore,18-02-2020,Silver
514,47,Female,Hyderabad,12-11-2020,Platinum
515,50,Female,Bangalore,18-03-2020,Gold
516,41,Male,Hyderabad,27-04-2019,Silver
517,48,Male,Mumbai,28-11-2019,Platinum
518,41,Female,Pune,12-06-2019,Gold
519,52,Male,Hyderabad,05-02-2020,Platinum
520,23,Female,Pune,12-01-2020,Gold
521,22,Male,Bangalore,06-09-2019,Platinum
522,50,Male,Pune,01-07-2020,Silver
523,28,Female,Pune,06-10-2020,Silver
524,61,Male,Pune,19-08-2020,Silver
525,50,Female,Bangalore,24-09-2020,Silver
526,50,Female,Mumbai,03-06-2020,Silver
527,53,Female,Chennai,23-12-2019,Silver
528,43,Female,Bangalore,30-11-2019,Silver
529,55,Male,Bangalore,25-10-2020,Gold
530,62,Male,Pune,01-11-2021,Silver
531,48,Male,Chennai,09-11-2020,Silver
532,26,Female,Chennai,04-07-2019,Gold
533,46,Female,Mumbai,11-10-2021,Platinum
534,60,Male,Chennai,02-09-2021,Silver
535,52,Female,Pune,24-08-2021,Platinum
536,32,Male,Bangalore,02-03-2021,Gold
537,61,Female,Pune,09-12-2020,Silver
538,33,Female,Chennai,27-07-2021,Gold
539,30,Male,Bangalore,26-09-2019,Platinum
540,44,Male,Hyderabad,04-06-2021,Silver
541,24,Male,Mumbai,29-04-2020,Platinum
542,63,Male,Hyderabad,05-12-2019,Silver
543,43,Female,Hyderabad,28-06-2020,Silver
544,21,Male,Pune,11-03-2021,Silver
545,64,Female,Pune,29-04-2020,Platinum
546,38,Male,Chennai,19-07-2019,Silver
547,60,Male,Mumbai,28-02-2021,Gold
548,21,Male,Mumbai,11-06-2020,Gold
549,21,Female,Mumbai,20-10-2019,Platinum
550,38,Female,Mumbai,02-08-2021,Gold
551,42,Male,Pune,04-09-2020,Silver
552,32,Female,Hyderabad,29-09-2019,Gold
553,21,Female,Mumbai,10-06-2020,Platinum
554,26,Female,Hyderabad,15-04-2021,Silver
555,39,Male,Mumbai,18-08-2019,Gold
556,23,Male,Bangalore,02-04-2021,Gold
557,61,Male,Bangalore,23-06-2021,Platinum
558,64,Male,Mumbai,02-06-2021,Gold
559,37,Male,Hyderabad,18-05-2019,Silver
560,65,Male,Mumbai,10-06-2019,Silver
561,62,Male,Mumbai,09-06-2019,Silver
562,53,Female,Chennai,08-12-2020,Gold
563,52,Female,Chennai,09-04-2021,Gold
564,50,Female,Mumbai,23-09-2021,Platinum
565,48,Female,Hyderabad,18-12-2020,Gold
566,44,Male,Pune,01-08-2019,Silver
567,65,Male,Bangalore,09-04-2021,Platinum
568,55,Female,Chennai,29-07-2021,Silver
569,39,Male,Mumbai,28-05-2020,Silver
570,49,Female,Chennai,12-11-2019,Gold
571,64,Female,Mumbai,13-07-2021,Platinum
572,40,Male,Hyderabad,26-12-2019,Platinum
573,49,Male,Pune,15-03-2020,Silver
574,51,Male,Bangalore,10-05-2019,Platinum
575,21,Male,Mumbai,14-08-2021,Platinum
576,32,Male,Hyderabad,23-12-2021,Silver
577,50,Female,Chennai,01-11-2021,Platinum
578,58,Female,Mumbai,16-12-2021,Silver
579,52,Female,Bangalore,15-12-2021,Platinum
580,64,Female,Pune,07-04-2019,Gold
581,19,Female,Hyderabad,14-09-2021,Silver
582,51,Male,Hyderabad,19-06-2021,Platinum
