order_id,product_id,quantity,unit_price
64,242,2,84.12
64,192,3,464.94
64,283,2,692.75
64,165,3,349.8
65,76,4,98.24
65,278,4,207.05
65,185,4,482.5
66,231,2,219.35
66,22,3,95.21
66,260,2,247.17
66,175,2,137.02
67,279,1,579.53
67,267,1,681.5
67,295,1,269.63
67,131,2,199.41
67,117,3,213.28
68,202,2,81.46
68,296,3,481.65
68,209,1,174.3
68,116,4,99.96
68,80,2,220.21
69,208,3,611.49
69,108,1,280.3
70,37,1,71.47
70,130,4,236.15
71,199,3,583.52
71,107,3,722.64
71,220,4,271.49
72,16,3,382.3
72,243,4,544.1
72,276,1,260.27
73,195,1,113.15
74,49,4,283.01
74,195,3,113.15
75,211,1,353.04
75,6,2,98.23
76,290,4,232.42
76,275,1,171.35
76,130,1,236.15
77,149,3,212.64
78,249,2,31.48
78,3,4,188.99
78,91,4,337.8
78,23,3,605.58
79,228,1,20.93
79,52,2,113.77
80,221,1,350.93
80,269,3,458.25
80,279,1,579.53
81,34,1,495.44
82,62,1,372.92
82,83,1,413.62
83,135,4,696.07
83,35,2,416.31
83,299,4,394.29
83,60,1,125.96
83,119,2,485.44
84,31,1,121.27
84,58,3,89.79
84,300,1,474.71
85,244,4,697.76
85,246,2,62.45
86,66,2,603.1
86,35,4,416.31
87,116,3,99.96
87,209,1,174.3
87,222,1,511.34
88,231,2,219.35
88,66,4,603.1
88,261,4,551.92
88,81,2,31.8
89,34,1,495.44
89,75,1,627.76
89,190,3,121.83
89,202,3,81.46
90,241,4,553.2
90,198,2,287.78
90,241,3,553.2
91,138,3,386.54
91,148,2,126.82
91,161,3,38.96
92,266,4,112.44
92,143,3,263.94
92,218,2,319.36
93,284,3,335.67
93,105,4,387.85
93,298,2,72.03
93,61,3,585.44
93,127,2,600
94,291,4,531.33
94,276,3,260.27
94,75,3,627.76
95,35,2,416.31
96,291,4,531.33
96,102,3,426.17
96,27,4,656.41
96,251,1,522.86
96,244,4,697.76
97,22,1,95.21
98,105,1,387.85
98,291,1,531.33
98,6,1,98.23
98,173,3,468.22
99,182,2,315.29
99,78,1,78.14
99,284,3,335.67
99,113,2,545.26
99,197,2,114.98
100,64,1,233.25
100,127,4,600
100,114,2,221.57
100,236,2,143.42
101,297,4,141.7
101,229,2,399.27
101,119,1,485.44
101,42,4,413.89
102,278,3,207.05
103,11,4,483.52
103,260,4,247.17
103,227,2,258.57
104,207,2,694.49
104,112,3,550.02
105,241,1,553.2
105,289,2,585.07
105,34,4,495.44
105,12,4,244.69
106,46,4,397.16
106,131,3,199.41
106,118,3,601.67
106,188,3,598.87
107,196,3,345.74
108,284,1,335.67
108,129,1,402.23
108,269,3,458.25
108,232,2,595.29
108,151,2,265.25
109,35,2,416.31
109,48,1,334.13
109,294,2,318.69
109,148,4,126.82
109,217,2,35.61
110,138,2,386.54
111,274,2,605.36
111,126,1,350.3
112,70,2,291.96
112,25,4,298.68
112,80,2,220.21
112,124,3,197.94
113,83,1,413.62
113,35,4,416.31
114,278,4,207.05
114,269,4,458.25
114,267,3,681.5
114,296,4,481.65
114,129,4,402.23
115,189,3,460.23
116,162,4,243.23
117,72,3,651.51
117,203,2,179.87
117,73,1,582.31
117,117,4,213.28
118,238,2,273.76
118,213,1,253.87
119,198,4,287.78
119,40,3,345.07
119,182,4,315.29
119,21,4,394.83
120,52,2,113.77
121,230,4,53.69
122,27,1,656.41
122,225,4,520.3
122,222,1,511.34
123,137,2,515.22
123,73,2,582.31
123,48,4,334.13
123,142,4,18.76
124,292,2,42.88
124,214,2,424.2
124,219,3,560.73
124,108,1,280.3
125,240,2,665.17
125,253,1,102.34
126,133,3,265.9
126,168,2,215.05
126,267,3,681.5
126,126,2,350.3
127,208,1,611.49
127,154,3,154.75
127,55,2,129.92
127,285,2,517.27
128,205,4,84
128,291,3,531.33
128,154,1,154.75
128,125,2,391.47
129,222,2,511.34
129,213,4,253.87
129,16,3,382.3
129,190,1,121.83
130,110,4,486.34
130,221,2,350.93
130,147,2,588.14
130,85,3,162.09
130,82,3,396.44
131,277,4,216.74
131,253,1,102.34
132,188,3,598.87
132,293,1,51.05
132,21,2,394.83
133,1,2,393.67
134,270,1,590.29
134,146,2,78.07
134,34,4,495.44
134,134,2,596.81
134,264,1,418.21
135,84,4,515.98
135,232,3,595.29
135,261,3,551.92
136,108,2,280.3
136,237,2,371.76
136,80,1,220.21
137,65,2,274.14
137,38,3,140.05
137,171,3,407.15
137,297,2,141.7
138,243,1,544.1
138,187,2,306.23
139,96,4,169.06
139,238,4,273.76
139,166,4,38.78
139,69,3,322.77
140,85,3,162.09
141,72,2,651.51
142,20,1,268.09
142,185,3,482.5
142,191,3,181.77
142,2,1,560.7
143,201,2,178.47
143,223,1,257.83
143,233,3,200.72
143,276,4,260.27
143,23,3,605.58
144,238,2,273.76
144,162,2,243.23
144,231,3,219.35
144,154,1,154.75
145,118,1,601.67
145,114,4,221.57
145,123,4,704.59
145,2,4,560.7
145,25,1,298.68
146,27,4,656.41
146,298,2,72.03
146,274,3,605.36
146,60,2,125.96
146,200,3,406.72
147,126,4,350.3
147,11,1,483.52
147,67,3,435.6
148,105,2,387.85
148,186,1,478.46
148,148,3,126.82
148,278,1,207.05
149,139,2,346.76
150,63,4,28.83
150,143,1,263.94
150,183,1,256.55
150,181,2,312.55
150,199,2,583.52
151,84,2,515.98
152,180,1,375.54
152,175,4,137.02
152,222,1,511.34
152,263,4,34.43
153,254,4,104.82
153,199,3,583.52
154,182,1,315.29
154,191,3,181.77
154,213,1,253.87
154,162,4,243.23
154,44,2,68.54
155,254,3,104.82
155,62,1,372.92
155,163,2,696.66
155,160,4,19.01
156,195,2,113.15
156,144,3,218.18
156,211,1,353.04
157,12,1,244.69
157,146,3,78.07
157,95,1,158.13
157,71,1,410.34
158,94,2,309.53
159,296,3,481.65
159,283,3,692.75
159,52,4,113.77
159,21,3,394.83
159,216,1,40.13
160,245,1,539.24
161,288,2,378.62
161,42,3,413.89
161,87,2,660.42
161,292,1,42.88
161,9,4,113.08
162,3,3,188.99
162,296,2,481.65
162,253,2,102.34
162,31,4,121.27
163,70,4,291.96
163,211,3,353.04
163,138,2,386.54
164,59,4,291.84
165,68,1,84.44
165,119,2,485.44
166,58,1,89.79
166,108,1,280.3
166,8,4,144.96
167,167,4,532.87
167,194,3,226.77
167,228,2,20.93
168,251,3,522.86
168,224,1,435.59
168,130,1,236.15
168,222,4,511.34
169,212,1,713.36
169,148,2,126.82
170,34,4,495.44
170,179,3,37.89
170,115,4,473.54
170,103,3,433.91
170,245,4,539.24
171,249,4,31.48
171,113,2,545.26
172,265,3,612.57
172,207,1,694.49
172,33,1,446.14
173,271,1,219.08
173,77,1,262.41
173,168,4,215.05
173,291,3,531.33
174,129,3,402.23
174,103,4,433.91
174,290,3,232.42
174,50,4,558.26
175,183,4,256.55
175,124,3,197.94
175,253,2,102.34
176,211,1,353.04
176,105,4,387.85
177,114,2,221.57
177,112,3,550.02
178,144,4,218.18
179,129,2,402.23
180,111,4,314.21
180,170,1,13.36
180,46,2,397.16
180,295,3,269.63
181,50,1,558.26
182,101,2,327.05
182,102,2,426.17
183,61,2,585.44
184,82,4,396.44
185,56,1,544.96
185,81,2,31.8
185,38,2,140.05
185,213,1,253.87
186,81,2,31.8
186,230,4,53.69
186,89,4,309.43
186,143,3,263.94
187,152,4,631.71
187,275,4,171.35
187,47,1,219.09
187,65,1,274.14
188,298,2,72.03
188,28,2,469.9
188,276,2,260.27
188,65,2,274.14
189,283,1,692.75
189,174,1,302.42
189,133,3,265.9
189,171,2,407.15
189,92,1,464.89
190,76,4,98.24
190,37,4,71.47
190,280,1,37.22
190,165,4,349.8
190,85,3,162.09
191,43,3,401.73
192,51,4,225.36
192,276,3,260.27
192,30,1,242.57
192,77,3,262.41
193,134,2,596.81
193,44,2,68.54
193,296,4,481.65
194,148,1,126.82
194,161,4,38.96
195,26,1,339.09
195,134,2,596.81
195,194,3,226.77
195,175,1,137.02
195,186,3,478.46
196,77,3,262.41
196,262,2,632.42
196,165,3,349.8
196,26,3,339.09
197,28,4,469.9
197,107,2,722.64
197,211,4,353.04
197,182,1,315.29
198,201,3,178.47
199,133,2,265.9
199,281,4,540.81
199,256,2,430.95
200,138,2,386.54
200,80,1,220.21
200,73,4,582.31
200,152,2,631.71
201,215,2,578.24
201,189,4,460.23
202,21,4,394.83
202,150,4,318
202,81,3,31.8
202,192,3,464.94
203,279,2,579.53
203,151,2,265.25
203,12,1,244.69
204,295,1,269.63
204,116,1,99.96
204,189,2,460.23
204,285,2,517.27
204,142,3,18.76
205,149,1,212.64
206,270,3,590.29
206,162,1,243.23
207,233,4,200.72
208,47,2,219.09
208,253,2,102.34
208,69,4,322.77
208,166,2,38.78
208,21,4,394.83
209,200,1,406.72
209,237,4,371.76
209,283,1,692.75
210,213,1,253.87
210,282,2,555.45
210,269,1,458.25
211,146,1,78.07
211,213,1,253.87
211,110,4,486.34
212,37,1,71.47
212,270,3,590.29
212,56,3,544.96
213,72,4,651.51
213,100,2,121.82
213,81,2,31.8
213,259,2,162.46
213,38,2,140.05
214,19,3,440.51
214,67,4,435.6
214,22,3,95.21
215,24,1,428.3
215,60,2,125.96
215,219,1,560.73
215,22,2,95.21
216,198,2,287.78
217,112,3,550.02
217,175,3,137.02
218,249,4,31.48
218,288,2,378.62
218,108,3,280.3
218,149,1,212.64
219,176,3,391.35
219,122,4,158.87
220,64,1,233.25
220,53,3,644.02
220,232,1,595.29
220,25,3,298.68
220,290,1,232.42
221,299,2,394.29
221,207,4,694.49
221,294,4,318.69
222,268,3,212.21
223,170,1,13.36
223,151,1,265.25
224,56,2,544.96
224,115,3,473.54
225,12,4,244.69
225,80,4,220.21
225,61,4,585.44
225,214,1,424.2
225,227,2,258.57
226,113,3,545.26
226,186,2,478.46
226,267,2,681.5
226,288,1,378.62
226,146,1,78.07
227,16,2,382.3
227,208,3,611.49
227,279,2,579.53
228,194,3,226.77
228,209,1,174.3
228,111,1,314.21
228,288,4,378.62
228,219,1,560.73
229,99,3,379.05
229,205,2,84
229,124,3,197.94
230,1,1,393.67
230,264,4,418.21
231,104,1,253.15
231,42,2,413.89
231,172,1,554.29
231,25,1,298.68
231,193,1,633.86
232,233,4,200.72
233,74,1,55.99
233,189,2,460.23
233,144,3,218.18
233,9,4,113.08
234,72,4,651.51
234,211,2,353.04
234,71,3,410.34
234,10,1,230.49
235,35,3,416.31
235,12,4,244.69
235,269,3,458.25
235,35,2,416.31
235,102,2,426.17
236,104,3,253.15
236,206,1,454.11
237,41,2,473.85
238,163,2,696.66
238,240,4,665.17
238,280,3,37.22
238,193,1,633.86
238,98,2,299.13
239,297,3,141.7
239,25,2,298.68
240,146,1,78.07
240,122,4,158.87
240,105,3,387.85
241,263,2,34.43
241,96,1,169.06
241,8,2,144.96
241,48,4,334.13
242,280,3,37.22
242,252,4,430.02
242,120,4,237.52
242,119,2,485.44
242,59,2,291.84
243,253,4,102.34
244,255,2,647.2
244,208,2,611.49
244,8,3,144.96
244,2,4,560.7
245,82,1,396.44
245,202,3,81.46
245,8,3,144.96
246,90,1,128.94
246,293,2,51.05
246,168,4,215.05
246,234,1,407.72
246,286,3,585.44
247,65,1,274.14
247,170,1,13.36
248,150,2,318
248,153,3,657.55
248,263,1,34.43
248,44,3,68.54
248,178,4,39.54
249,92,2,464.89
249,279,4,579.53
249,230,4,53.69
250,232,3,595.29
251,273,4,479.89
251,197,2,114.98
251,295,4,269.63
251,259,4,162.46
252,273,3,479.89
253,27,3,656.41
253,16,3,382.3
253,200,4,406.72
254,144,2,218.18
254,176,3,391.35
255,202,2,81.46
255,72,3,651.51
255,151,2,265.25
255,127,2,600
255,273,3,479.89
256,208,2,611.49
256,134,1,596.81
256,168,2,215.05
257,295,2,269.63
257,207,2,694.49
258,115,1,473.54
259,135,4,696.07
259,287,3,579.48
259,9,3,113.08
259,250,3,147.87
259,134,2,596.81
260,247,4,479.27
261,121,3,127.77
261,20,1,268.09
261,187,2,306.23
261,202,3,81.46
261,46,3,397.16
262,111,2,314.21
263,219,4,560.73
263,163,1,696.66
264,45,1,209.16
264,182,2,315.29
264,234,4,407.72
265,68,4,84.44
265,4,3,671.97
265,185,2,482.5
265,121,3,127.77
265,206,2,454.11
266,167,4,532.87
267,173,3,468.22
267,144,3,218.18
267,217,3,35.61
267,163,3,696.66
268,220,3,271.49
269,191,2,181.77
269,119,1,485.44
269,122,2,158.87
270,247,1,479.27
270,268,2,212.21
270,218,2,319.36
271,252,2,430.02
271,256,2,430.95
271,217,4,35.61
271,226,3,453.53
272,148,2,126.82
272,36,2,223.25
272,89,1,309.43
273,157,1,644.35
274,135,4,696.07
274,82,2,396.44
274,284,4,335.67
274,177,1,224.25
275,91,2,337.8
275,180,4,375.54
275,238,3,273.76
275,134,3,596.81
276,73,1,582.31
276,262,4,632.42
276,196,2,345.74
277,241,2,553.2
278,299,2,394.29
278,15,3,481.89
278,94,2,309.53
278,80,2,220.21
278,211,2,353.04
279,121,2,127.77
279,122,2,158.87
279,167,3,532.87
280,214,1,424.2
280,251,4,522.86
280,253,2,102.34
281,130,4,236.15
281,60,2,125.96
281,229,4,399.27
282,170,2,13.36
283,71,2,410.34
283,67,2,435.6
283,15,1,481.89
284,97,2,318.77
284,20,1,268.09
284,136,4,394.83
284,239,4,498.77
284,179,2,37.89
285,21,2,394.83
286,294,3,318.69
286,57,4,479.19
286,35,3,416.31
286,84,2,515.98
286,293,1,51.05
287,48,3,334.13
288,101,1,327.05
289,59,2,291.84
290,61,4,585.44
290,210,4,557.22
291,58,4,89.79
292,17,4,284.99
292,70,3,291.96
292,271,4,219.08
292,128,2,63.64
292,110,1,486.34
293,7,2,392.66
293,234,3,407.72
293,267,1,681.5
293,77,3,262.41
293,91,1,337.8
294,72,3,651.51
294,5,3,474.27
294,69,2,322.77
294,147,4,588.14
294,66,1,603.1
295,1,2,393.67
296,233,1,200.72
296,73,3,582.31
297,158,2,408.61
297,109,1,81.4
297,133,1,265.9
297,80,1,220.21
298,119,4,485.44
298,143,1,263.94
298,86,1,356.65
298,227,1,258.57
299,145,1,505
299,176,3,391.35
300,128,1,63.64
301,232,3,595.29
301,217,3,35.61
301,34,3,495.44
301,227,3,258.57
301,191,3,181.77
302,237,4,371.76
302,2,1,560.7
302,23,1,605.58
303,118,1,601.67
303,231,4,219.35
303,142,1,18.76
303,251,2,522.86
303,217,1,35.61
304,55,2,129.92
304,16,1,382.3
304,176,1,391.35
304,238,1,273.76
305,237,2,371.76
306,142,4,18.76
306,154,2,154.75
306,206,2,454.11
306,59,2,291.84
306,13,1,467.15
307,219,4,560.73
307,130,4,236.15
307,16,2,382.3
307,62,1,372.92
308,224,4,435.59
308,224,2,435.59
308,41,3,473.85
309,17,1,284.99
310,13,1,467.15
310,60,1,125.96
310,229,4,399.27
310,240,1,665.17
310,130,1,236.15
311,139,1,346.76
311,162,2,243.23
311,34,3,495.44
311,89,1,309.43
311,131,1,199.41
312,34,2,495.44
312,238,4,273.76
313,211,4,353.04
314,293,3,51.05
314,128,2,63.64
314,90,3,128.94
314,224,2,435.59
315,292,1,42.88
315,229,1,399.27
315,35,3,416.31
315,85,4,162.09
315,72,1,651.51
316,46,4,397.16
317,280,1,37.22
318,58,1,89.79
318,228,1,20.93
319,280,4,37.22
320,268,2,212.21
320,293,4,51.05
320,260,3,247.17
321,24,4,428.3
321,243,3,544.1
321,243,1,544.1
321,93,2,620.85
321,195,1,113.15
322,262,4,632.42
322,139,2,346.76
323,245,1,539.24
323,137,1,515.22
323,182,2,315.29
323,61,3,585.44
323,46,4,397.16
324,250,3,147.87
324,284,2,335.67
325,150,1,318
325,216,3,40.13
326,137,4,515.22
327,174,1,302.42
327,198,2,287.78
327,82,3,396.44
327,297,2,141.7
327,209,3,174.3
328,205,2,84
328,22,4,95.21
328,71,3,410.34
328,203,4,179.87
328,78,4,78.14
329,38,2,140.05
329,58,2,89.79
329,184,2,603.65
330,1,3,393.67
330,96,2,169.06
330,23,3,605.58
330,165,1,349.8
331,254,2,104.82
331,135,1,696.07
331,50,4,558.26
332,15,4,481.89
332,206,1,454.11
332,241,4,553.2
333,278,1,207.05
333,206,4,454.11
333,283,2,692.75
333,50,3,558.26
333,41,4,473.85
334,95,4,158.13
334,193,3,633.86
334,280,4,37.22
335,260,4,247.17
335,291,3,531.33
335,47,3,219.09
336,64,2,233.25
337,180,1,375.54
338,276,4,260.27
338,107,4,722.64
339,264,3,418.21
340,13,3,467.15
341,151,4,265.25
342,255,4,647.2
342,26,3,339.09
342,224,3,435.59
342,83,1,413.62
343,276,1,260.27
343,293,4,51.05
343,158,3,408.61
344,125,3,391.47
344,133,4,265.9
345,56,4,544.96
346,83,2,413.62
346,61,2,585.44
346,78,3,78.14
346,93,4,620.85
347,35,4,416.31
347,15,1,481.89
347,41,2,473.85
347,144,1,218.18
347,48,3,334.13
348,4,1,671.97
349,287,2,579.48
349,101,1,327.05
349,89,3,309.43
349,228,1,20.93
350,218,1,319.36
350,76,1,98.24
351,117,4,213.28
351,178,4,39.54
351,273,1,479.89
352,136,2,394.83
352,159,2,402.24
352,64,2,233.25
353,220,3,271.49
354,101,1,327.05
354,58,2,89.79
355,44,4,68.54
355,225,4,520.3
355,106,2,242.91
355,151,2,265.25
355,251,2,522.86
356,244,3,697.76
357,22,3,95.21
357,169,2,300.77
358,258,2,123.31
358,137,2,515.22
358,170,2,13.36
358,157,1,644.35
358,19,1,440.51
359,35,4,416.31
359,177,2,224.25
359,143,3,263.94
359,131,3,199.41
359,134,3,596.81
360,244,2,697.76
361,64,2,233.25
361,275,4,171.35
362,291,4,531.33
362,271,2,219.08
362,32,3,430.44
362,162,4,243.23
362,297,2,141.7
363,193,2,633.86
363,19,1,440.51
363,277,4,216.74
364,231,2,219.35
364,267,2,681.5
364,122,1,158.87
364,78,1,78.14
364,282,4,555.45
365,265,1,612.57
365,296,2,481.65
366,118,2,601.67
366,2,1,560.7
367,24,1,428.3
368,63,1,28.83
368,281,1,540.81
368,152,2,631.71
368,191,4,181.77
369,125,1,391.47
369,262,1,632.42
369,248,3,387.6
370,162,1,243.23
370,18,1,232.27
370,102,1,426.17
370,235,4,155.01
370,94,1,309.53
371,39,3,434.02
371,11,1,483.52
371,224,4,435.59
371,200,4,406.72
372,154,1,154.75
372,47,2,219.09
372,145,1,505
373,241,1,553.2
373,268,1,212.21
373,189,2,460.23
373,221,4,350.93
373,281,2,540.81
374,199,4,583.52
374,8,2,144.96
375,271,4,219.08
375,38,3,140.05
375,16,3,382.3
375,220,2,271.49
376,122,2,158.87
376,12,1,244.69
376,68,4,84.44
376,184,4,603.65
376,268,2,212.21
377,189,2,460.23
377,38,4,140.05
377,185,3,482.5
377,262,3,632.42
377,61,4,585.44
378,152,4,631.71
378,95,1,158.13
378,50,2,558.26
378,144,1,218.18
379,245,3,539.24
379,263,1,34.43
379,231,1,219.35
379,136,3,394.83
379,137,2,515.22
380,164,4,29.17
381,255,1,647.2
381,295,1,269.63
381,26,1,339.09
382,109,2,81.4
382,143,4,263.94
383,3,1,188.99
383,46,4,397.16
383,267,2,681.5
384,215,1,578.24
384,200,3,406.72
385,60,3,125.96
386,96,4,169.06
386,42,1,413.89
386,186,2,478.46
387,37,4,71.47
387,161,1,38.96
387,3,4,188.99
387,132,1,584.95
388,73,4,582.31
388,212,2,713.36
389,212,1,713.36
390,37,1,71.47
390,133,3,265.9
391,94,1,309.53
391,240,3,665.17
392,78,4,78.14
392,272,1,34.13
392,208,3,611.49
393,154,2,154.75
393,281,3,540.81
393,91,3,337.8
394,172,1,554.29
394,229,4,399.27
394,142,1,18.76
395,204,2,564.05
395,106,2,242.91
395,5,1,474.27
396,53,2,644.02
397,10,2,230.49
398,13,4,467.15
398,190,2,121.83
399,94,4,309.53
399,161,3,38.96
400,164,1,29.17
401,174,1,302.42
401,225,3,520.3
401,23,4,605.58
401,52,4,113.77
402,188,1,598.87
402,119,1,485.44
402,25,1,298.68
402,202,3,81.46
402,111,3,314.21
403,17,2,284.99
403,220,1,271.49
404,49,2,283.01
404,173,2,468.22
404,280,3,37.22
404,178,2,39.54
404,192,3,464.94
405,250,1,147.87
405,10,4,230.49
405,293,4,51.05
405,281,1,540.81
406,124,4,197.94
407,148,3,126.82
407,298,3,72.03
407,116,1,99.96
407,2,4,560.7
407,252,4,430.02
408,6,1,98.23
408,253,2,102.34
408,195,3,113.15
409,131,2,199.41
409,299,1,394.29
409,96,2,169.06
409,113,2,545.26
409,158,3,408.61
410,24,3,428.3
410,126,1,350.3
410,277,4,216.74
410,262,3,632.42
411,202,4,81.46
411,113,2,545.26
411,4,3,671.97
411,172,4,554.29
412,290,2,232.42
412,45,2,209.16
412,217,3,35.61
413,5,2,474.27
413,235,3,155.01
414,65,1,274.14
415,4,2,671.97
415,97,4,318.77
415,87,1,660.42
415,88,1,561.7
415,181,1,312.55
416,49,4,283.01
416,55,1,129.92
416,258,4,123.31
416,109,3,81.4
416,171,1,407.15
417,196,1,345.74
418,281,4,540.81
419,160,1,19.01
419,50,2,558.26
419,87,4,660.42
420,66,2,603.1
420,70,2,291.96
420,31,3,121.27
420,46,3,397.16
420,143,4,263.94
421,216,3,40.13
422,19,2,440.51
422,26,3,339.09
423,66,1,603.1
423,125,3,391.47
423,100,1,121.82
424,203,2,179.87
424,2,1,560.7
424,177,2,224.25
425,276,2,260.27
425,68,1,84.44
425,12,2,244.69
425,46,4,397.16
425,38,4,140.05
426,15,3,481.89
427,78,1,78.14
427,104,1,253.15
428,189,4,460.23
428,202,4,81.46
428,21,4,394.83
428,120,4,237.52
428,79,1,531.28
429,154,1,154.75
429,226,4,453.53
429,201,2,178.47
430,5,3,474.27
430,193,2,633.86
430,233,2,200.72
431,76,3,98.24
431,111,4,314.21
431,71,3,410.34
432,253,1,102.34
432,209,2,174.3
432,123,3,704.59
432,44,4,68.54
432,135,2,696.07
433,96,3,169.06
433,30,3,242.57
433,273,2,479.89
433,116,2,99.96
434,188,4,598.87
435,200,3,406.72
435,256,3,430.95
435,233,4,200.72
435,138,3,386.54
436,202,4,81.46
436,258,4,123.31
436,33,4,446.14
437,12,1,244.69
437,294,3,318.69
437,157,1,644.35
438,196,4,345.74
438,155,4,83.23
438,94,1,309.53
438,123,1,704.59
438,233,3,200.72
439,93,4,620.85
439,63,3,28.83
439,27,3,656.41
440,159,2,402.24
440,29,4,90.14
440,291,4,531.33
441,274,1,605.36
442,189,4,460.23
443,91,4,337.8
443,259,4,162.46
443,133,3,265.9
444,271,4,219.08
445,296,4,481.65
445,205,3,84
446,24,3,428.3
447,24,1,428.3
447,13,2,467.15
447,248,2,387.6
447,66,1,603.1
447,159,2,402.24
448,294,1,318.69
448,112,4,550.02
449,63,2,28.83
449,194,3,226.77
450,96,4,169.06
451,121,2,127.77
451,87,2,660.42
452,148,3,126.82
453,217,4,35.61
453,45,3,209.16
454,262,2,632.42
455,196,1,345.74
455,51,1,225.36
456,287,2,579.48
456,46,4,397.16
456,223,3,257.83
456,274,3,605.36
456,207,4,694.49
457,111,2,314.21
457,73,2,582.31
458,178,2,39.54
458,95,2,158.13
459,191,1,181.77
459,200,2,406.72
460,204,4,564.05
460,142,1,18.76
460,121,1,127.77
461,288,3,378.62
462,30,3,242.57
462,205,2,84
462,293,4,51.05
462,188,4,598.87
463,129,1,402.23
463,90,1,128.94
463,189,1,460.23
464,220,3,271.49
464,9,1,113.08
464,296,4,481.65
465,31,4,121.27
465,1,2,393.67
466,255,1,647.2
467,125,4,391.47
467,207,4,694.49
467,273,4,479.89
467,208,1,611.49
467,290,4,232.42
468,95,2,158.13
469,296,4,481.65
469,279,4,579.53
469,181,2,312.55
470,60,1,125.96
470,196,3,345.74
471,120,1,237.52
471,75,1,627.76
472,194,3,226.77
472,145,4,505
472,146,4,78.07
472,4,1,671.97
473,159,4,402.24
473,255,4,647.2
473,153,4,657.55
474,219,1,560.73
474,132,3,584.95
474,17,1,284.99
475,20,4,268.09
475,140,4,131.71
476,292,4,42.88
476,115,3,473.54
477,189,3,460.23
477,57,2,479.19
478,121,1,127.77
478,161,3,38.96
